=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1544 canonicals"
Entities:
E1. oon24opros.yolasite.com
M31. "admukr.top" (Domain) — options: E23, E20, E19, E26
M32. "admukr.club" (Domain) — options: E91, E24, E23, E92
M33. "oon24opros.yolasite.com" (Domain) — options: E94, E4, E2, E3
M34. "oon24oprosy.yolasite.com" (Domain) — options: E1, E94, E2, E3
M35. "edopomogaonline.yolasite.com" (Domain) — options: E94, E1, E3, E98
M36. "domtern.com" (Domain) — options: E6, E101, E9, E17
M37. "kesp.cl" (Domain) — options: E107, E108, E109, E110
M38. "golosdruga.ru" (Domain) — options: E115, E116, E117, E118
M39. "censys.io" (Domain) — options: E124, E125, E49, E116
M40. "kurapat.ru" (Domain) — options: E115, E130, E131, E132
M41. "duhodown.fun" (Domain) — options: E134, E135, E136, E137
M42. "bubenci.ru" (Domain) — options: E115, E108, E123, E143
M43. "shodan.io" (Domain) — options: E127, E125, E126, E116
M44. "hilr.ru" (Domain) — options: E148, E149, E150, E119
M45. "nxkad.ru" (Domain) — options: E116, E153, E154, E119
M46. "cloue.link" (Domain) — options: E156, E157, E158, E127
M47. "vdsina.ru" (Domain) — options: E148, E123, E164, E119
M48. "aneria.net" (Domain) — options: E93, E166, E167, E147
M49. "metanat.ru" (Domain) — options: E108, E111, E172, E173
M50. "t.me" (Domain) — options: E175, E176, E177, E178
M51. "mitlubald.ru" (Domain) — options: E115, E111, E123, E182
M52. "ardeas.ru" (Domain) — options: E116, E184, E185, E119
M53. "telegram-click.ru" (Domain) — options: E116, E183, E188, E189
M54. "ui-opros.top" (Domain) — options: E59, E57, E61, E39
M55. "peer-gos.top" (Domain) — options: E30, E36, E49, E46
M56. "filebin.net" (Domain) — options: E129, E194, E195, E147
M57. "gbshost.org" (Domain) — options: E127, E198, E199, E200
M58. "flayga.ru" (Domain) — options: E115, E108, E204, E119
M59. "droopily.eu" (Domain) — options: E206, E207, E208, E209
M60. "kilitro.ru" (Domain) — options: E115, E111, E213, E214
M61. "dayzilons.pw" (Domain) — options: E216, E217, E218, E107
M62. "mouseoiet.fun" (Domain) — options: E17, E135, E136, E137
M63. "moolin.ru" (Domain) — options: E115, E111, E223, E224
M64. "shapurt.ru" (Domain) — options: E115, E132, E226, E119
M65. "hawksi.ru" (Domain) — options: E148, E111, E229, E144
M66. "hudojnik.eu" (Domain) — options: E206, E148, E231, E232
M67. "civh.ru" (Domain) — options: E111, E237, E119, E116
M68. "plengreg.fun" (Domain) — options: E139, E135, E184, E17
M69. "awa-opros.top" (Domain) — options: E59, E57, E42, E29
M70. "dcshost.net" (Domain) — options: E147, E198, E104, E242
M71. "bitbucket.org" (Domain) — options: E127, E166, E201, E243
M72. "fishitor.ru" (Domain) — options: E111, E115, E155, E119
M73. "tg.cyou" (Domain) — options: E175, E148, E247, E248
M74. "golgba.com" (Domain) — options: E253, E254, E9, E255
M75. "easternexecutiveclub.com" (Domain) — options: E19, E7, E258, E9
M76. "nikotod.ru" (Domain) — options: E115, E116, E182, E260
M77. "sav.com" (Domain) — options: E127, E166, E261, E262
M78. "magicpic.eu" (Domain) — options: E264, E129, E144, E265
M79. "tarlit.ru" (Domain) — options: E115, E111, E267, E149
M80. "aluaadin.com" (Domain) — options: E255, E269, E270, E9
M81. "qkcew.ru" (Domain) — options: E148, E115, E123, E274
M82. "bloockflad.pw" (Domain) — options: E216, E217, E276, E277
M83. "leru.life" (Domain) — options: E104, E111, E279, E280
M84. "wi-opros.top" (Domain) — options: E40, E59, E62, E74
M85. "bihei.eu" (Domain) — options: E284, E206, E285, E286
M86. "jokoloret.ru" (Domain) — options: E115, E116, E123, E108
M87. "chis-gos.top" (Domain) — options: E47, E46, E51, E64
M88. "rea-gos.top" (Domain) — options: E30, E47, E45, E53
M89. "tas-gos.top" (Domain) — options: E30, E47, E46, E64
M90. "wers-gos.top" (Domain) — options: E30, E47, E51, E64
M91. "jar-gos.top" (Domain) — options: E30, E47, E56, E46
M92. "ais-gos.top" (Domain) — options: E47, E30, E50, E43
M93. "ws-gos.top" (Domain) — options: E30, E47, E287, E48
M94. "yi-gos.top" (Domain) — options: E47, E30, E69, E64
M95. "uz-gos.top" (Domain) — options: E47, E30, E64, E46
M96. "co3ra.de" (Domain) — options: E36, E288, E98, E111
M97. "jel-gos.top" (Domain) — options: E47, E30, E45, E34
M98. "eti-opros.top" (Domain) — options: E57, E59, E61, E39
M99. "ew-gos.top" (Domain) — options: E47, E30, E45, E35
M100. "tio-gos.top" (Domain) — options: E47, E30, E46, E43
M101. "ao-opros.top" (Domain) — options: E40, E57, E29, E39
M102. "wm-gos.top" (Domain) — options: E30, E47, E64, E46
M103. "cooperi.ru" (Domain) — options: E29, E111, E292, E226
M104. "t.co" (Domain) — options: E36, E293, E294, E176
M105. "ye-gos.top" (Domain) — options: E47, E30, E298, E55
M106. "jo-opros.top" (Domain) — options: E40, E57, E44, E29
M107. "pre-opros.top" (Domain) — options: E57, E63, E39, E29
M108. "eu-opros.top" (Domain) — options: E40, E57, E29, E39
M109. "for-gos.top" (Domain) — options: E47, E43, E35, E71
M110. "tense-gos.top" (Domain) — options: E47, E30, E49, E69
M111. "pro-gos.top" (Domain) — options: E47, E83, E46, E30
M112. "coudzoom.ru" (Domain) — options: E115, E123, E299, E119
M113. "kohhd.com" (Domain) — options: E36, E17, E300, E114
M114. "ev-gos.top" (Domain) — options: E47, E51, E67, E46
M115. "unayt.ru" (Domain) — options: E115, E172, E202, E119
M116. "top-opros.top" (Domain) — options: E57, E40, E37, E29
M117. "xcqef.ru" (Domain) — options: E183, E123, E213, E119
M118. "lopasts.ru" (Domain) — options: E115, E111, E303, E304
M119. "wicksl.ru" (Domain) — options: E116, E305, E306, E119
M120. "rncsq.ru" (Domain) — options: E309, E303, E117, E119
M121. "qsrgh.site" (Domain) — options: E148, E311, E312, E313
M122. "topibuzz.space" (Domain) — options: E57, E318, E319, E26
M123. "it-grad.kz" (Domain) — options: E36, E323, E324, E325
M124. "gir.network" (Domain) — options: E102, E327, E104, E328
M125. "job-opros.top" (Domain) — options: E40, E57, E38, E39
M126. "fori-opros.top" (Domain) — options: E59, E40, E39, E61
M127. "world-opros.top" (Domain) — options: E40, E57, E332, E29
M128. "vote-me.top" (Domain) — options: E47, E181, E333, E334
M129. "prostotaknet.net" (Domain) — options: E43, E104, E336, E198
M130. "agrikoz.com" (Domain) — options: E337, E7, E9, E316
M131. "opros-schudojniki-ua.eu" (Domain) — options: E206, E336, E341, E60
M132. "gopoppers.com" (Domain) — options: E207, E273, E10, E292
M133. "coinmakopenarea.su" (Domain) — options: E41, E347, E96, E348
M134. "hofsteder.ru" (Domain) — options: E115, E116, E123, E351
M135. "opros-sch-hudojniki.eu" (Domain) — options: E206, E40, E352, E353
M136. "3dstore.pro" (Domain) — options: E357, E358, E359, E360
M137. "hopentools.ru" (Domain) — options: E111, E365, E183, E226
M138. "maxteroper.ru" (Domain) — options: E115, E366, E351, E119
M139. "superops.com" (Domain) — options: E368, E369, E9, E370
M140. "ceriossl.info" (Domain) — options: E374, E375, E169, E376
M141. "krasavchikoleg.net" (Domain) — options: E206, E171, E381, E147
M142. "yavasponimayu.ru" (Domain) — options: E116, E108, E123, E226
M143. "ukr-golosovan.site" (Domain) — options: E383, E384, E385, E316
M144. "zarabovannyok.eu" (Domain) — options: E316, E208, E390, E210
M145. "prostosmeritesya.ru" (Domain) — options: E116, E111, E123, E393
M146. "sakentoshi.ru" (Domain) — options: E115, E111, E395, E396
M147. "lnasfe.ru" (Domain) — options: E116, E148, E187, E321
M148. "gondurasonline.ru" (Domain) — options: E183, E397, E116, E123
M149. "ccbaminumpot.ru" (Domain) — options: E183, E148, E400, E401
M150. "rmssrv.ru" (Domain) — options: E268, E307, E119, E111
M151. "konkurs-events.top" (Domain) — options: E41, E403, E404, E405
M152. "ua-compenses.top" (Domain) — options: E409, E410, E411, E412
M153. "ukrainecenter.yolasite.com" (Domain) — options: E416, E2, E1, E417
M154. "uadop.webflow.io" (Domain) — options: E419, E20, E125, E420
M155. "nejsemlama.cz" (Domain) — options: E116, E148, E422, E423
M156. "tg-me.pro" (Domain) — options: E43, E181, E358, E175
M157. "tbwelo.ru" (Domain) — options: E111, E116, E123, E214
M158. "toloka.to" (Domain) — options: E429, E430, E343, E175
M159. "igshop.net" (Domain) — options: E226, E431, E200, E147
M160. "pasamart.ru" (Domain) — options: E115, E132, E119, E183
M161. "gondurasonline.ug" (Domain) — options: E120, E273, E433, E398
M162. "kowersize.fun" (Domain) — options: E17, E136, E135, E134
M163. "ua-compens.top" (Domain) — options: E409, E90, E436, E413
M164. "comperssw.fun" (Domain) — options: E137, E230, E134, E135
M165. "tgeo.link" (Domain) — options: E249, E156, E439, E160
M166. "kew.8df.us" (Domain) — options: E107, E274, E127, E442
M167. "bookgames.pw" (Domain) — options: E277, E217, E162, E216
M168. "steycools.pw" (Domain) — options: E107, E219, E217, E277
M169. "frge.io" (Domain) — options: E249, E447, E448, E127
M170. "zbignef.com" (Domain) — options: E339, E284, E285, E9
M171. "ditinstvo-uah.pics" (Domain) — options: E264, E116, E454, E148
M172. "goaccount.link" (Domain) — options: E156, E458, E459, E440
M173. "github.com" (Domain) — options: E127, E462, E254, E9
M174. "lonelyatthetop.com" (Domain) — options: E465, E9, E26, E7
M175. "blog.gocon.in" (Domain) — options: E175, E458, E278, E191
M176. "liverpulapp.ru" (Domain) — options: E115, E116, E123, E470
M177. "programasparapc.net" (Domain) — options: E166, E147, E171, E336
M178. "t-me.io" (Domain) — options: E177, E176, E474, E127
M179. "ganara.ru" (Domain) — options: E115, E111, E132, E475
M180. "infomalilopera.ru" (Domain) — options: E119, E96, E152, E123
M181. "zallesman.ru" (Domain) — options: E111, E308, E476, E119
M182. "info-cip.org" (Domain) — options: E376, E245, E124, E477
M183. "aon.at" (Domain) — options: E104, E481, E108, E482
M184. "afi-ukraine.org" (Domain) — options: E418, E92, E485, E486
M185. "nafillimonilini.net" (Domain) — options: E104, E171, E99, E147
M186. "mlcrosoft.rf.gd" (Domain) — options: E111, E490, E491, E492
M187. "minef.eu" (Domain) — options: E495, E496, E497, E210
M188. "qwdfewf.com" (Domain) — options: E7, E140, E340, E497
M189. "k-ukr.net" (Domain) — options: E500, E501, E328, E77
M190. "ukraine-geroi.org.ua" (Domain) — options: E416, E507, E508, E485
M191. "petitian--ukraine.com" (Domain) — options: E416, E75, E512, E513
M192. "ukr.net" (Domain) — options: E75, E500, E504, E517
M193. "ukrainebayra.com" (Domain) — options: E76, E521, E255, E9
M194. "geroiukrainu.com" (Domain) — options: E416, E76, E485, E523
M195. "barvy-ukraines.info" (Domain) — options: E77, E416, E524, E507
M196. "geroi-ukraine.com" (Domain) — options: E416, E76, E509, E486
M197. "geroi.kyiv.ua" (Domain) — options: E417, E511, E508, E529
M198. "nv.ua" (Domain) — options: E532, E533, E482, E173
M199. "mayak.dp.ua" (Domain) — options: E511, E173, E538, E434
M200. "ua-geroi.com.ua" (Domain) — options: E416, E511, E530, E510
M201. "aten.ua" (Domain) — options: E511, E535, E173, E533
M202. "online.ua" (Domain) — options: E511, E77, E98, E397
M203. "barvy-ukraines.life" (Domain) — options: E416, E77, E544, E511
M204. "ukrainianworldcongress.info" (Domain) — options: E547, E548, E169, E416
M205. "ukraine-chares.info" (Domain) — options: E507, E511, E526, E280
M206. "yeah-biches.kyiv.ua" (Domain) — options: E511, E550, E416, E510
M207. "i-like-hokku.co.ua" (Domain) — options: E416, E551, E552, E553
M208. "lotus-kiev.eu" (Domain) — options: E416, E417, E555, E498
M209. "ukraine-barvy.life" (Domain) — options: E416, E77, E545, E526
M210. "uasetukr.com" (Domain) — options: E384, E75, E558, E9
M211. "malvy-ukraine.info" (Domain) — options: E561, E511, E170, E545
M212. "ukraina-diti-ua.pics" (Domain) — options: E416, E77, E562, E454
M213. "meta.ua" (Domain) — options: E511, E535, E131, E482
M214. "tvorchist-ua.eu" (Domain) — options: E511, E206, E356, E173
M215. "autodoka.com.ua" (Domain) — options: E416, E337, E530, E511
M216. "accounts--ukr.net" (Domain) — options: E572, E573, E574, E575
M217. "milekiev.eu" (Domain) — options: E552, E511, E555, E579
M218. "petitionukraine.com" (Domain) — options: E416, E580, E512, E9
M219. "aws-ukraine.cloud" (Domain) — options: E511, E399, E581, E489
M220. "marmaris.com.ua" (Domain) — options: E416, E540, E571, E530
M221. "reg.ru" (Domain) — options: E138, E585, E115, E586
M222. "rubidiumo.ru" (Domain) — options: E115, E587, E214, E119
M223. "tsecurity.sbs" (Domain) — options: E588, E589, E590, E102
M224. "teleqram.info" (Domain) — options: E374, E324, E333, E169
M225. "qaz.im" (Domain) — options: E7, E597, E20, E349
M226. "ssl3.site" (Domain) — options: E601, E311, E322, E473
M227. "com.ssl3.online" (Domain) — options: E317, E605, E606, E98
M228. "net.ssl2.in" (Domain) — options: E473, E611, E314, E441
M229. "ssl2.online" (Domain) — options: E98, E602, E605, E615
M230. "drv2ms.com" (Domain) — options: E619, E101, E402, E9
M231. "qaz.su" (Domain) — options: E111, E130, E623, E115
M232. "trust-certificate.net" (Domain) — options: E147, E625, E626, E627
M233. "criticalosl.tech" (Domain) — options: E124, E148, E49, E633
M234. "hsts.online" (Domain) — options: E98, E102, E602, E636
M235. "telegram.token-defender.cloud" (Domain) — options: E639, E640, E641, E193
M236. "iqhost.ru" (Domain) — options: E148, E183, E243, E198
M237. "pay.ukr-compens.xyz" (Domain) — options: E437, E644, E645, E15
M238. "uacompensation.xyz" (Domain) — options: E415, E413, E646, E414
M239. "xmr.2miners.com" (Domain) — options: E93, E649, E650, E9
M240. "ua-compensation.top" (Domain) — options: E410, E413, E438, E90
M241. "mono.gg-pay.me" (Domain) — options: E653, E654, E484, E577
M242. "cdnauthsoft.com" (Domain) — options: E85, E302, E656, E9
M243. "iplogger.com" (Domain) — options: E85, E650, E278, E9
M244. "kilomunara.com" (Domain) — options: E168, E7, E164, E9
M245. "clipperso.ru" (Domain) — options: E115, E230, E650, E119
M246. "arminext.com" (Domain) — options: E382, E660, E9, E495
M247. "ua-mil.cloud" (Domain) — options: E661, E662, E257, E663
M248. "samoramertut.ru" (Domain) — options: E111, E115, E227, E119

=== RESPONSE (233.7s, in 18923 / out 37170 tok, stop) ===
