=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 612 canonicals"
Entities:
E1. githubusercontent.com
M117. "tvorchist-ua.eu" (Domain) — options: E334, E124, E321, E6
M118. "opros-schudojniki-ua.eu" (Domain) — options: E124, E357, E320, E6
M119. "uahvibir-hudojniku.eu" (Domain) — options: E124, E121, E358, E311
M120. "netman.servehttp.com" (Domain) — options: E37, E341, E285, E25
M121. "malunki-deti-ua.eu" (Domain) — options: E345, E95, E102, E161
M122. "mzd-gov.cloud" (Domain) — options: E361, E224, E219, E166
M123. "golosa-zaditinu-ua.eu" (Domain) — options: E132, E318, E215, E227
M124. "zaditinu-golos-uah.eu" (Domain) — options: E228, E333, E133, E244
M125. "sc-hudojniku.eu" (Domain) — options: E1, E126, E121, E133
M126. "golos-hudojniku-ua.eu" (Domain) — options: E132, E131, E228, E332
M127. "hudojnik-diti.eu" (Domain) — options: E366, E130, E124, E121
M128. "ukrsett.com" (Domain) — options: E5, E51, E25, E12
M129. "hudojnik-dst.eu" (Domain) — options: E5, E127, E121, E37
M130. "selectchary.eu" (Domain) — options: E1, E368, E121, E5
M131. "hudojnik-school.eu" (Domain) — options: E80, E311, E371, E372
M132. "gbshost.org" (Domain) — options: E1, E114, E40, E2
M133. "familyvote.info" (Domain) — options: E373, E80, E196, E109
M134. "ua-deti-chary.eu" (Domain) — options: E277, E353, E374, E369
M135. "uasettings.com" (Domain) — options: E238, E273, E25, E1
M136. "gotdns.ch" (Domain) — options: E376, E67, E216, E222
M137. "share-drive.site" (Domain) — options: E379, E380, E381, E382
M138. "familyvote.co" (Domain) — options: E1, E203, E385, E18
M139. "deti-bi.eu" (Domain) — options: E120, E353, E4, E386
M140. "drive-share.site" (Domain) — options: E388, E381, E380, E1
M141. "golos-hudojniku-uah.eu" (Domain) — options: E134, E214, E227, E133
M142. "account-guard.site" (Domain) — options: E390, E74, E391, E392
M143. "hudojniku-school.eu" (Domain) — options: E124, E367, E371, E80
M144. "crazykids.pics" (Domain) — options: E20, E395, E143, E79
M145. "www.dropbox.com" (Domain) — options: E1, E396, E397, E2
M146. "kropyva.group" (Domain) — options: E158, E118, E68, E78
M147. "gov-fi.cloud" (Domain) — options: E297, E218, E166, E219
M148. "ditinstvo-uah.pics" (Domain) — options: E20, E149, E150, E2
M149. "dytiachatvorchist.pics" (Domain) — options: E20, E79, E356, E143
M150. "dytitvorchist.pics" (Domain) — options: E20, E147, E143, E79
M151. "documentreader.net" (Domain) — options: E272, E2, E113, E114
M152. "teneta.group" (Domain) — options: E400, E401, E63, E137
M153. "ukenlog.com" (Domain) — options: E4, E255, E25, E1

=== RESPONSE (40.5s, in 12397 / out 12910 tok, stop) ===
{"v":[{"m":"bitbucket.org","id":"E40","g":null,"p":null,"r":null},{"m":"8161.uk","id":"E38","g":null,"p":null,"r":null},{"m":"remala.id","id":"E84","g":null,"p":null,"r":null},{"m":"nlightusa.com","id":"E66","g":null,"p":null,"r":null},{"m":"miecznet.com.pl","id":"E53","g":null,"p":null,"r":null},{"m":"settusfree.org.uk","id":"E5","g":null,"p":null,"r":null},{"m":"grafix.ne.jp","id":"E137","g":null,"p":null,"r":null},{"m":"kew.8df.us","id":"E69","g":null,"p":null,"r":null},{"m":"ukrstnet.com","id":"E33","g":null,"p":null,"r":null},{"m":"ukraero.space","id":"E12","g":null,"p":null,"r":null},{"m":"qsrgh.site","id":"E117","g":null,"p":null,"r":null},{"m":"beget.com","id":"E4","g":null,"p":null,"r":null},{"m":"kew.1qw.us","id":"E13","g":null,"p":null,"r":null},{"m":"redirecl.com","id":"E19","g":null,"p":null,"r":null},{"m":"reg.ru","id":"E17","g":null,"p":null,"r":null},{"m":"leru.life","id":"NEW","g":"a life-themed domain","p":null,"r":null},{"m":"maluvani-uah.eu","id":"E100","g":null,"p":null,"r":null},{"m":"qaz.su","id":"E173","g":null,"p":null,"r":null},{"m":"maluvani-ua.eu","id":"E87","g":null,"p":null,"r":null},{"m":"palantir.ink","id":"NEW","g":"a domain related to Palantir","p":null,"r":null},{"m":"filebin.net","id":"E2","g":null,"p":null,"r":null},{"m":"gimnasikaua.site","id":"NEW","g":"a gymnastics-related site in Ukraine","p":null,"r":null},{"m":"bihei.eu","id":"E325","g":null,"p":null,"r":null},{"m":"hudojnik.eu","id":"E121","g":null,"p":null,"r":null},{"m":"golosa-hudojniku.eu","id":"E213","g":null,"p":null,"r":null},{"m":"voteph.art","id":"E309","g":null,"p":null,"r":null},{"m":"gbshost.net","id":"E114","g":null,"p":null,"r":null},{"m":"schaeaer.pics","id":"NEW","g":"a pictures domain","p":null,"r":null},{"m":"ua-ditinstvo.pics","id":"E403","g":null,"p":null,"r":null},{"m":"github.com","id":"E24","g":null,"p":null,"r":null},{"m":"kropyva.site","id":"E118","g":null,"p":null,"r":null},{"m":"malunki-ditini-uah.eu","id":"E92","g":null,"p":null,"r":null},{"m":"ua-se.cloud","id":"E233","g":null,"p":null,"r":null},{"m":"qaz.im","id":"E96","g":null,"p":null,"r":null},{"m":"geroiua.com","id":"E155","g":null,"p":null,"r":null},{"m":"govtr.cloud","id":"E217","g":null,"p":null,"r":null},{"m":"co3ra.de","id":"NEW","g":"a German domain","p":null,"r":null},{"m":"magicpic.eu","id":"NEW","g":"a picture-related domain","p":null,"r":null},{"m":"let-me.network","id":"E242","g":null,"p":null,"r":null},{"m":"itskids.pics","id":"E395","g":null,"p":null,"r":null},{"m":"progolosyi.info","id":"E206","g":null,"p":null,"r":null},{"m":"nk.1qw.us","id":"E10","g":null,"p":null,"r":null},{"m":"rpc.1qw.us","id":"E49","g":null,"p":null,"r":null},{"m":"balerina.info","id":"E109","g":null,"p":null,"r":null},{"m":"blakejones.xyz","id":"NEW","g":"a personal domain","p":null,"r":null},{"m":"mirotrent.com","id":"E210","g":null,"p":null,"r":null},{"m":"golosa-uahhudojniku.eu","id":"E136","g":null,"p":null,"r":null},{"m":"imgurl.ir","id":"E20","g":null,"p":null,"r":null},{"m":"gov-gr.cloud","id":"E181","g":null,"p":null,"r":null},{"m":"mf-gov.cloud","id":"E188","g":null,"p":null,"r":null},{"m":"qwdfewf.com","id":"E229","g":null,"p":null,"r":null},{"m":"golos-hudojniku.eu","id":"E133","g":null,"p":null,"r":null},{"m":"odwebp.com","id":"E25","g":null,"p":null,"r":null},{"m":"ua-sn.cloud","id":"E164","g":null,"p":null,"r":null},{"m":"my-gov.cloud","id":"E183","g":null,"p":null,"r":null},{"m":"cloudflare.com","id":"E271","g":null,"p":null,"r":null},{"m":"god-le.net","id":"E45","g":null,"p":null,"r":null},{"m":"farbi-uah.pics","id":"E402","g":null,"p":null,"r":null},{"m":"uasystnet.com","id":"E50","g":null,"p":null,"r":null},{"m":"yemmyusa.com","id":"E23","g":null,"p":null,"r":null},{"m":"tacticalv.com","id":"NEW","g":"a tactical equipment domain","p":null,"r":null},{"m":"outloolc.com","id":"E300","g":null,"p":null,"r":null},{"m":"detipoertry.com","id":"E341","g":null,"p":null,"r":null},{"m":"unetset.com","id":"E35","g":null,"p":null,"r":null},{"m":"balet-me.us","id":"E48","g":null,"p":null,"r":null},{"m":"rafraystore.ru","id":"E26","g":null,"p":null,"r":null},{"m":"linedrv.com","id":"E299","g":null,"p":null,"r":null},{"m":"protectraid.com","id":"E74","g":null,"p":null,"r":null},{"m":"townoflakelure.com","id":"E207","g":null,"p":null,"r":null},{"m":"uasystdoc.com","id":"E247","g":null,"p":null,"r":null},{"m":"preachstrwnwjw.shop","id":"E263","g":null,"p":null,"r":null},{"m":"god-le.com","id":"E240","g":null,"p":null,"r":null},{"m":"olminx.com","id":"E256","g":null,"p":null,"r":null},{"m":"lo7h.com","id":"E294","g":null,"p":null,"r":null},{"m":"ndkgk.co.jp","id":"E43","g":null,"p":null,"r":null},{"m":"uasetukr.com","id":"E273","g":null,"p":null,"r":null},{"m":"sign-cert.com","id":"E266","g":null,"p":null,"r":null},{"m":"mail-gov.com","id":"E226","g":null,"p":null,"r":null},{"m":"uaccsnet.com","id":"E32","g":null,"p":null,"r":null},{"m":"rozsenich.com","id":"E283","g":null,"p":null,"r":null},{"m":"smartcloudflare.com","id":"E237","g":null,"p":null,"r":null},{"m":"cdnauthsoft.com","id":"E238","g":null,"p":null,"r":null},{"m":"picwalldoor.ru","id":"E79","g":null,"p":null,"r":null},{"m":"ignoracndwko.shop","id":"E261","g":null,"p":null,"r":null},{"m":"trust-certificate.net","id":"E37","g":null,"p":null,"r":null},{"m":"drv2ms.com","id":"E265","g":null,"p":null,"r":null},{"m":"ualogaccs.com","id":"E254","g":null,"p":null,"r":null},{"m":"let-me.life","id":"E81","g":null,"p":null,"r":null},{"m":"ukrsets.com","id":"E51","g":null,"p":null,"r":null},{"m":"sav.com","id":"E174","g":null,"p":null,"r":null},{"m":"complainnykso.shop","id":"E248","g":null,"p":null,"r":null},{"m":"ret.6bc.us","id":"E15","g":null,"p":null,"r":null},{"m":"ukr-golosovanie.site","id":"E160","g":null,"p":null,"r":null},{"m":"anotepad.com","id":"E138","g":null,"p":null,"r":null},{"m":"sc-hudojnik.eu","id":"E126","g":null,"p":null,"r":null},{"m":"golos-ua-hudojniku.eu","id":"E131","g":null,"p":null,"r":null},{"m":"konkursy-uah.eu","id":"E94","g":null,"p":null,"r":null},{"m":"malunki-uah-hudojnik.eu","id":"E93","g":null,"p":null,"r":null},{"m":"golosa-hudojniku-uah.eu","id":"E134","g":null,"p":null,"r":null},{"m":"golosa-hudojniku-ua.eu","id":"E132","g":null,"p":null,"r":null},{"m":"tvorchist-sch-hudojnika.eu","id":"E337","g":null,"p":null,"r":null},{"m":"minef.eu","id":"E119","g":null,"p":null,"r":null},{"m":"helpdesk.katolik.bydgoszcz.pl","id":"E31","g":null,"p":null,"r":null},{"m":"golosa-zaditinu-uah.eu","id":"E318","g":null,"p":null,"r":null},{"m":"golosa-zaditinu.eu","id":"E215","g":null,"p":null,"r":null},{"m":"geroiua.com.ua","id":"E177","g":null,"p":null,"r":null},{"m":"tvorchist-sadochka.eu","id":"E321","g":null,"p":null,"r":null},{"m":"derzhposluhy.com","id":"E257","g":null,"p":null,"r":null},{"m":"qweasdzx.site","id":"E62","g":null,"p":null,"r":null},{"m":"malunki-deti-uah.eu","id":"E95","g":null,"p":null,"r":null},{"m":"golos-konkursu-uah.eu","id":"E347","g":null,"p":null,"r":null},{"m":"hudojnik-malunki-uah.eu","id":"E163","g":null,"p":null,"r":null},{"m":"golos-mistechtva-uah.eu","id":"NEW","g":"a mistake-themed voting site","p":null,"r":null},{"m":"tworchi-kanikylu.info","id":"NEW","g":"a creative site","p":null,"r":null},{"m":"deti-malunki-uah.eu","id":"E161","g":null,"p":null,"r":null},{"m":"deti-malunki-ua.eu","id":"E345","g":null,"p":null,"r":null},{"m":"tvorchist-ua.eu","id":"E322","g":null,"p":null,"r":null},{"m":"opros-schudojniki-ua.eu","id":"NEW","g":"a survey for school artists","p":null,"r":null},{"m":"uahvibir-hudojniku.eu","id":"E364","g":null,"p":null,"r":null},{"m":"netman.servehttp.com","id":"E116","g":null,"p":null,"r":null},{"m":"malunki-deti-ua.eu","id":"E103","g":null,"p":null,"r":null},{"m":"mzd-gov.cloud","id":"E220","g":null,"p":null,"r":null},{"m":"golosa-zaditinu-ua.eu","id":"E319","g":null,"p":null,"r":null},{"m":"zaditinu-golos-uah.eu","id":"E331","g":null,"p":null,"r":null},{"m":"sc-hudojniku.eu","id":"E310","g":null,"p":null,"r":null},{"m":"golos-hudojniku-ua.eu","id":"E227","g":null,"p":null,"r":null},{"m":"hudojnik-diti.eu","id":"E125","g":null,"p":null,"r":null},{"m":"ukrsett.com","id":"E52","g":null,"p":null,"r":null},{"m":"hudojnik-dst.eu","id":"E130","g":null,"p":null,"r":null},{"m":"selectchary.eu","id":"E374","g":null,"p":null,"r":null},{"m":"hudojnik-school.eu","id":"E367","g":null,"p":null,"r":null},{"m":"gbshost.org","id":"E3","g":null,"p":null,"r":null},{"m":"familyvote.info","id":"E203","g":null,"p":null,"r":null},{"m":"ua-deti-chary.eu","id":"E368","g":null,"p":null,"r":null},{"m":"uasettings.com","id":"E274","g":null,"p":null,"r":null},{"m":"gotdns.ch","id":"NEW","g":"a dynamic DNS provider","p":null,"r":null},{"m":"share-drive.site","id":"E388","g":null,"p":null,"r":null},{"m":"familyvote.co","id":"E373","g":null,"p":null,"r":null},{"m":"deti-bi.eu","id":"E123","g":null,"p":null,"r":null},{"m":"drive-share.site","id":"E379","g":null,"p":null,"r":null},{"m":"golos-hudojniku-uah.eu","id":"E228","g":null,"p":null,"r":null},{"m":"account-guard.site","id":"NEW","g":"an account security site","p":null,"r":null},{"m":"hudojniku-school.eu","id":"E311","g":null,"p":null,"r":null},{"m":"crazykids.pics","id":"E145","g":null,"p":null,"r":null},{"m":"www.dropbox.com","id":"E282","g":null,"p":null,"r":null},{"m":"kropyva.group","id":"E159","g":null,"p":null,"r":null},{"m":"gov-fi.cloud","id":"E185","g":null,"p":null,"r":null},{"m":"ditinstvo-uah.pics","id":"E151","g":null,"p":null,"r":null},{"m":"dytiachatvorchist.pics","id":"E147","g":null,"p":null,"r":null},{"m":"dytitvorchist.pics","id":"E150","g":null,"p":null,"r":null},{"m":"documentreader.net","id":"E112","g":null,"p":null,"r":null},{"m":"teneta.group","id":"E398","g":null,"p":null,"r":null},{"m":"ukenlog.com","id":"E301","g":null,"p":null,"r":null}]}
