=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 708 canonicals"
Entities:
E1. ICYWELL
M97. "dhdhk0k34.com" (Software) — options: E124, E322, E312, E410
M98. "one.exe" (Software) — options: E124, E271, E31, E268
M99. "HoaxApe" (Software) — options: E263, E175, E341, E40
M100. "POEMGATE" (Software) — options: E52, E123, E393, E172
M101. "GammaLoad" (Software) — options: E71, E415, E314, E257
M102. "LoadEdge" (Software) — options: E43, E45, E46, E69
M103. "LOADERX3" (Software) — options: E46, E123, E140, E44
M104. "PicassoLoader" (Software) — options: E199, E15, E46, E272
M105. "Smokeloader" (Software) — options: E45, E136, E46, E134
M106. "GZIP" (Software) — options: E198, E56, E83, E353
M107. "POWERGAP" (Software) — options: E52, E292, E62, E13
M108. "GraphSteel" (Software) — options: E71, E257, E9, E314
M109. "GAMMASTEEL" (Software) — options: E71, E314, E13, E50
M110. "HarvesterX" (Software) — options: E250, E397, E146, E422
M111. "OCEANMAP" (Software) — options: E81, E334, E423, E424
M112. "SEAGLOW" (Software) — options: E81, E69, E347, E52
M113. "SaintBot" (Software) — options: E429, E53, E323, E348
M114. "WHITECAT" (Software) — options: E335, E174, E90, E57
M115. "SYSTEMBC" (Software) — options: E147, E261, E391, E433
M116. "CAPIBAR" (Software) — options: E38, E8, E353, E352
M117. "HVNC bot" (Software) — options: E284, E53, E429, E250
M118. "CVE-2023-38831" (Software) — options: E201, E224, E213, E278
M119. "CVE-2020-3110" (Software) — options: E205, E201, E305, E231
M120. "Python" (Software) — options: E254, E4, E436, E87
M121. "CVE-2020-3118" (Software) — options: E205, E201, E216, E215
M122. "CVE-2020-3741" (Software) — options: E201, E205, E305, E215
M123. "LOGPIE" (Software) — options: E155, E140, E301, E10
M124. "nmap" (Software) — options: E334, E441, E52, E442
M125. "CVE-2020-3760" (Software) — options: E201, E205, E444, E215
M126. "CVE-2022-30190" (Software) — options: E169, E216, E222, E227
M127. "CVE-2021-40444" (Software) — options: E169, E164, E225, E204
M128. "Cobalt Strike Beacon" (Software) — options: E346, E445, E153, E388
M129. "CVE-2020-3196" (Software) — options: E242, E439, E215, E209
M130. "CVE-2020-3259" (Software) — options: E304, E206, E215, E201
M131. "CVE-2018-13379" (Software) — options: E447, E176, E226, E242
M132. "CVE-2020-3254" (Software) — options: E209, E304, E215, E201
M133. "CVE-2022-23131" (Software) — options: E221, E222, E209, E305
M134. "gowitness" (Software) — options: E80, E34, E451, E347
M135. "GoDownloader" (Software) — options: E136, E292, E198, E46
M136. "WhisperGate" (Software) — options: E317, E380, E95, E27
M137. "Telegram" (Software) — options: E355, E41, E453, E318
M138. "StealDeal" (Software) — options: E148, E146, E330, E12
M139. "news.bat" (Software) — options: E454, E442, E455, E288
M140. "GOST (Go Simple Tunnel)" (Software) — options: E460, E461, E462, E364
M141. "TALESHOT" (Software) — options: E144, E43, E281, E53
M142. "CredPump" (Software) — options: E258, E426, E47, E342
M143. "JesterStealer" (Software) — options: E145, E255, E91, E147
M144. "BrownFlood" (Software) — options: E52, E136, E468, E281
M145. "CHERRYSPY" (Software) — options: E155, E472, E10, E356
M146. "MerlinAgent" (Software) — options: E32, E473, E246, E286
M147. "LAKEFLASH" (Software) — options: E84, E475, E52, E10
M148. "APERETIF" (Software) — options: E152, E49, E306, E78
M149. "DAAL" (Software) — options: E86, E429, E285, E58
M150. "CCleaner.exe" (Software) — options: E185, E481, E259, E46
M151. "file.htm" (Software) — options: E483, E484, E129, E485
M152. "dovidka.chm" (Software) — options: E187, E372, E487, E409
M153. "Chipset Device Software" (Software) — options: E102, E490, E491, E267
M154. "RAR" (Software) — options: E495, E496, E481, E497
M155. "ctlhost.exe" (Software) — options: E259, E22, E392, E268
M156. "Видаткова_накладная_№121_вiд_18_липня_2023p.zip" (Software) — options: E409, E502, E488, E300
M157. "install.msi" (Software) — options: E505, E459, E18, E105
M158. "STILLARCH" (Software) — options: E13, E505, E264, E353
M159. "TunnelMole" (Software) — options: E33, E311, E82, E154
M160. "DELTA" (Software) — options: E26, E12, E352, E50
M161. "Skype.exe" (Software) — options: E259, E512, E266, E268
M162. "Protector.bat" (Software) — options: E288, E456, E513, E135
M163. "PhotoMetadataHandler.dll" (Software) — options: E272, E514, E340, E67
M164. "DarkCrystal RAT" (Software) — options: E284, E121, E518, E287
M165. "CodeMeter.exe" (Software) — options: E259, E519, E87, E268
M166. "Snake Keylogger" (Software) — options: E145, E76, E286, E200
M167. "AsyncRAT" (Software) — options: E121, E57, E199, E285
M168. "scandoc.exe" (Software) — options: E424, E179, E391, E268
M169. "CVE-2021-34473" (Software) — options: E251, E207, E204, E278
M170. "NTDSDumpEx" (Software) — options: E57, E330, E34, E88
M171. "VMProtect" (Software) — options: E307, E524, E455, E390
M172. "MCMDiction.exe" (Software) — options: E272, E268, E179, E181
M173. "Agent Tesla" (Software) — options: E254, E526, E32, E284
M174. "FireEye red team tools" (Software) — options: E341, E528, E401, E529
M175. "AZORult" (Software) — options: E286, E122, E532, E146
M176. "njRAT" (Software) — options: E284, E121, E432, E285
M177. "Meterpreter" (Software) — options: E533, E146, E482, E529
M178. "GreyEnergy" (Software) — options: E534, E535, E536, E343
M179. "portable.exe" (Software) — options: E124, E505, E266, E268
M180. "Racoon" (Software) — options: E68, E389, E353, E538
M181. "GrimPlant" (Software) — options: E541, E143, E157, E13

=== RESPONSE (90.1s, in 14190 / out 22458 tok, stop) ===
{"v":[{"m":"QUEUESEED","id":"NEW","g":"software tool","p":null,"r":null},{"m":"KNUCKLETOUCH","id":"NEW","g":"software tool","p":null,"r":null},{"m":"ICYWELL","id":"NEW","g":"software tool","p":null,"r":null},{"m":"WRONGSENS","id":"NEW","g":"software tool","p":null,"r":null},{"m":"KAPEKA","id":"NEW","g":"software tool","p":null,"r":null},{"m":"LOADGRIP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"BIASBOAT","id":"NEW","g":"software tool","p":null,"r":null},{"m":"Weevely","id":"a web shell","p":null,"r":null},{"m":"REGEORG.NEO","id":"NEW","g":"software tool","p":null,"r":null},{"m":"PIVOTNACCI","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GOSSIPFLOW","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SDelete","id":"a file deletion utility","p":null,"r":null},{"m":"CHISEL","id":"a network tunneling tool","p":null,"r":null},{"m":"LIBPROCESSHIDER","id":"NEW","g":"software tool","p":null,"r":null},{"m":"JUICYPOTATONG","id":"a privilege escalation tool","p":null,"r":null},{"m":"ROTTENPOTATONG","id":"a privilege escalation tool","p":null,"r":null},{"m":"q.js","id":"a JavaScript file","p":null,"r":null},{"m":"LOADSHORT","id":"NEW","g":"software tool","p":null,"r":null},{"m":"oYUuQbXu","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SHADOWLADDER","id":"NEW","g":"software tool","p":null,"r":null},{"m":"LOADJUMP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"TAILJUMP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"REDLINESTEALER","id":"an information stealer","p":null,"r":null},{"m":"PHP","id":"a scripting language","p":null,"r":null},{"m":"HANGTHREAD","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CVE-2017-17689","id":"a vulnerability identifier","p":null,"r":null},{"m":"Propagate","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CVE-2017-17688","id":"a vulnerability identifier","p":null,"r":null},{"m":"iclouds.cmd","id":"a command script","p":null,"r":null},{"m":"inf.zip","id":"a ZIP archive","p":null,"r":null},{"m":"host_news_mod_mod.msi","id":"an MSI installer","p":null,"r":null},{"m":"HijackLoader","id":"a malware loader","p":null,"r":null},{"m":"CVE-2021-32648","id":"a vulnerability identifier","p":null,"r":null},{"m":"c.js","id":"a JavaScript file","p":null,"r":null},{"m":"CVE-2020-35730","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2022-24521","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2018-6882","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-7048","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2021-44026","id":"a vulnerability identifier","p":null,"r":null},{"m":"LOADNEST","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SSH","id":"a network protocol","p":null,"r":null},{"m":"CVE-2020-7047","id":"a vulnerability identifier","p":null,"r":null},{"m":"icloud.cmd","id":"a command script","p":null,"r":null},{"m":"whois","id":"a domain lookup tool","p":null,"r":null},{"m":"CVE-2021-34523","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-12641","id":"a vulnerability identifier","p":null,"r":null},{"m":"MeduzaStealer","id":"an information stealer","p":null,"r":null},{"m":"tasklist","id":"a Windows command line utility","p":null,"r":null},{"m":"nginx","id":"a web server","p":null,"r":null},{"m":"LONEPAGE","id":"NEW","g":"software tool","p":null,"r":null},{"m":"sgegkseg23mjl.exe","id":"an executable file","p":null,"r":null},{"m":"CVE-2018-7602","id":"a vulnerability identifier","p":null,"r":null},{"m":"CLOGFLAG","id":"NEW","g":"software tool","p":null,"r":null},{"m":"QuasarRAT","id":"a remote access trojan","p":null,"r":null},{"m":"Logjam (CVE-2015-4000)","id":"a vulnerability","p":null,"r":null},{"m":"CVE-2020-3111","id":"a vulnerability identifier","p":null,"r":null},{"m":"hostname","id":"a network utility","p":null,"r":null},{"m":"CVE-2020-3757","id":"a vulnerability identifier","p":null,"r":null},{"m":"documents (5).js","id":"a JavaScript file","p":null,"r":null},{"m":"MarsStealer","id":"an information stealer","p":null,"r":null},{"m":"CVE-2020-3759","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-3119","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2017-14491","id":"a vulnerability identifier","p":null,"r":null},{"m":"IcedID","id":"a banking trojan","p":null,"r":null},{"m":"CVE-2020-3125","id":"a vulnerability identifier","p":null,"r":null},{"m":"e.js","id":"a JavaScript file","p":null,"r":null},{"m":"THUMBCHOP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"STEELHOOK","id":"NEW","g":"software tool","p":null,"r":null},{"m":"ARGUEPATCH","id":"NEW","g":"software tool","p":null,"r":null},{"m":"FateGrab","id":"an information stealer","p":null,"r":null},{"m":"BootPatch","id":"NEW","g":"software tool","p":null,"r":null},{"m":"BACKSTAB","id":"NEW","g":"software tool","p":null,"r":null},{"m":"ZeroWipe","id":"a wiper malware","p":null,"r":null},{"m":"DeliveryCheck","id":"NEW","g":"software tool","p":null,"r":null},{"m":"HeaderTip","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GAMEDAY","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GHOSTPULSE","id":"NEW","g":"software tool","p":null,"r":null},{"m":"LightRope","id":"NEW","g":"software tool","p":null,"r":null},{"m":"RelicRace","id":"NEW","g":"software tool","p":null,"r":null},{"m":"ViottoKeylogger","id":"a keylogger","p":null,"r":null},{"m":"CyBOX","id":"NEW","g":"software tool","p":null,"r":null},{"m":"AWFULSHRED","id":"NEW","g":"software tool","p":null,"r":null},{"m":"XWorm","id":"a remote access trojan","p":null,"r":null},{"m":"wsuscr.exe","id":"an executable file","p":null,"r":null},{"m":"RomCom","id":"NEW","g":"software tool","p":null,"r":null},{"m":"Windows","id":"an operating system","p":null,"r":null},{"m":"SourSnack","id":"NEW","g":"software tool","p":null,"r":null},{"m":"WordPress","id":"a content management system","p":null,"r":null},{"m":"WhiteBlackCrypt Ransomware","id":"a ransomware strain","p":null,"r":null},{"m":"b.exe","id":"an executable file","p":null,"r":null},{"m":"DIRTYMOE (PURPLEFOX)","id":"NEW","g":"software tool","p":null,"r":null},{"m":"Encrpt3d Ransomware","id":"a ransomware strain","p":null,"r":null},{"m":"WhatsApp","id":"a messaging app","p":null,"r":null},{"m":"MAGICSPELL","id":"NEW","g":"software tool","p":null,"r":null},{"m":"./decpded_page.html","id":"an HTML file","p":null,"r":null},{"m":"VENOM RAT","id":"a remote access trojan","p":null,"r":null},{"m":"dhdhk0k34.com","id":"a domain name","p":null,"r":null},{"m":"one.exe","id":"an executable file","p":null,"r":null},{"m":"HoaxApe","id":"NEW","g":"software tool","p":null,"r":null},{"m":"POEMGATE","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GammaLoad","id":"a malware loader","p":null,"r":null},{"m":"LoadEdge","id":"NEW","g":"software tool","p":null,"r":null},{"m":"LOADERX3","id":"NEW","g":"software tool","p":null,"r":null},{"m":"PicassoLoader","id":"a malware loader","p":null,"r":null},{"m":"Smokeloader","id":"a malware loader","p":null,"r":null},{"m":"GZIP","id":"a compression format","p":null,"r":null},{"m":"POWERGAP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GraphSteel","id":"NEW","g":"software tool","p":null,"r":null},{"m":"GAMMASTEEL","id":"NEW","g":"software tool","p":null,"r":null},{"m":"HarvesterX","id":"an information stealer","p":null,"r":null},{"m":"OCEANMAP","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SEAGLOW","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SaintBot","id":"a botnet","p":null,"r":null},{"m":"WHITECAT","id":"NEW","g":"software tool","p":null,"r":null},{"m":"SYSTEMBC","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CAPIBAR","id":"NEW","g":"software tool","p":null,"r":null},{"m":"HVNC bot","id":"a botnet","p":null,"r":null},{"m":"CVE-2023-38831","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-3110","id":"a vulnerability identifier","p":null,"r":null},{"m":"Python","id":"a programming language","p":null,"r":null},{"m":"CVE-2020-3118","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-3741","id":"a vulnerability identifier","p":null,"r":null},{"m":"LOGPIE","id":"NEW","g":"software tool","p":null,"r":null},{"m":"nmap","id":"a network scanning tool","p":null,"r":null},{"m":"CVE-2020-3760","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2022-30190","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2021-40444","id":"a vulnerability identifier","p":null,"r":null},{"m":"Cobalt Strike Beacon","id":"a post-exploitation tool","p":null,"r":null},{"m":"CVE-2020-3196","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-3259","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2018-13379","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2020-3254","id":"a vulnerability identifier","p":null,"r":null},{"m":"CVE-2022-23131","id":"a vulnerability identifier","p":null,"r":null},{"m":"gowitness","id":"a website screenshot tool","p":null,"r":null},{"m":"GoDownloader","id":"NEW","g":"software tool","p":null,"r":null},{"m":"WhisperGate","id":"a wiper malware","p":null,"r":null},{"m":"Telegram","id":"a messaging app","p":null,"r":null},{"m":"StealDeal","id":"an information stealer","p":null,"r":null},{"m":"news.bat","id":"a batch file","p":null,"r":null},{"m":"GOST (Go Simple Tunnel)","id":"a tunneling tool","p":null,"r":null},{"m":"TALESHOT","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CredPump","id":"NEW","g":"software tool","p":null,"r":null},{"m":"JesterStealer","id":"an information stealer","p":null,"r":null},{"m":"BrownFlood","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CHERRYSPY","id":"NEW","g":"software tool","p":null,"r":null},{"m":"MerlinAgent","id":"NEW","g":"software tool","p":null,"r":null},{"m":"LAKEFLASH","id":"NEW","g":"software tool","p":null,"r":null},{"m":"APERETIF","id":"NEW","g":"software tool","p":null,"r":null},{"m":"DAAL","id":"NEW","g":"software tool","p":null,"r":null},{"m":"CCleaner.exe","id":"a system cleaning utility","p":null,"r":null},{"m":"file.htm","id":"an HTML file","p":null,"r":null},{"m":"dovidka.chm","id":"a compiled HTML help file","p":null,"r":null},{"m":"Chipset Device Software","id":"device drivers","p":null,"r":null},{"m":"RAR","id":"a compression format","p":null,"r":null},{"m":"ctlhost.exe","id":"an executable file","p":null,"r":null},{"m":"Видаткова_накладная_№121_вiд_18_липня_2023p.zip","id":"a ZIP archive","p":null,"r":null},{"m":"install.msi","id":"an MSI installer","p":null,"r":null},{"m":"STILLARCH","id":"NEW","g":"software tool","p":null,"r":null},{"m":"TunnelMole","id":"a tunneling tool","p":null,"r":null},{"m":"DELTA","id":"NEW","g":"software tool","p":null,"r":null},{"m":"Skype.exe","id":"a communication app","p":null,"r":null},{"m":"Protector.bat","id":"a batch file","p":null,"r":null},{"m":"PhotoMetadataHandler.dll","id":"a dynamic link library","p":null,"r":null},{"m":"DarkCrystal RAT","id":"a remote access trojan","p":null,"r":null},{"m":"CodeMeter.exe","id":"software tool","p":null,"r":null},{"m":"Snake Keylogger","id":"a keylogger","p":null,"r":null},{"m":"AsyncRAT","id":"a remote access trojan","p":null,"r":null},{"m":"scandoc.exe","id":"an executable file","p":null,"r":null},{"m":"CVE-2021-34473","id":"a vulnerability identifier","p":null,"r":null},{"m":"NTDSDumpEx","id":"a credential dumping tool","p":null,"r":null},{"m":"VMProtect","id":"a software protection tool","p":null,"r":null},{"m":"MCMDiction.exe","id":"an executable file","p":null,"r":null},{"m":"Agent Tesla","id":"an information stealer","p":null,"r":null},{"m":"FireEye red team tools","id":"security testing tools","p":null,"r":null},{"m":"AZORult","id":"an information stealer","p":null,"r":null},{"m":"njRAT","id":"a remote access trojan","p":null,"r":null},{"m":"Meterpreter","id":"a payload for Metasploit","p":null,"r":null},{"m":"GreyEnergy","id":"a malware family","p":null,"r":null},{"m":"portable.exe","id":"an executable file","p":null,"r":null},{"m":"Racoon","id":"an information stealer","p":null,"r":null},{"m":"GrimPlant","id":"a malware implant","p":null,"r":null}]}
