=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1823 canonicals"
Entities:
E1. olminx.com
E777. tiloraso.ru
E778. ipodromlan.ru
E779. dezword.com
E780. anidoz.com
E781. golosa-zaditinu-ua.eu
E782. golosa-zaditinu.eu
E783. golos-ditin-ua.eu [aka golos-ditin-uah.eu]
E784. zaditinu-golos-uah.eu
E785. cerv-gos.top
E786. an-gos.top
E787. ais-gos.top
E788. wers-gos.top
E789. alf-gos.top [aka alfa-gos.top, ew-gos.top]
E790. ev-gos.top [aka rea-gos.top]
E791. jar-gos.top
E792. wm-gos.top [aka ws-gos.top]
E793. uoou-gov.cloud
E794. ua-gov.cloud
E795. mo-gov.cloud
E796. voa-gov.cloud
E797. hudojnik.eu
E798. hopto.org
E799. myftp.org
E800. gordon6.hopto.org
E801. for-gos.top
E802. ye-gos.top [aka yi-gos.top]
E803. coudzoom.ru
E804. badge-gos.top
E805. malunki-uah-hudojnik.eu
E806. hudojnik-malunki-ua.eu [aka malunki-ua-hudojnik.eu]
E807. hudojnik-malunki.eu
E808. turnik-malunki-uah.eu
E809. malunki-hudojnik.eu
E810. humanitarydp.ug
E811. military-ukraine.online
E812. balletmasters.eu
E813. chary-telegram.eu
E814. co-opros.top
E815. uasystnet.com
E816. uasettings.com
E817. xsph.ru
E818. circulas.ru
E819. supermarioprohozhdenie.ru
E820. aspe.ro
E821. superdadymster.ru
E822. ipoluchayteudovolstvie.ru
E823. tvorchist-sch-hudojnika.eu
E824. humanitarydp.ru
E825. cityofuganda.ug
E826. gondurasonline.ug [aka gondurasonline.ru]
E827. biches-yeah.co.ua
E828. sc-hudojnik.eu
E829. hudojnik-diti.eu
E830. hudojnik-dsm.eu
E831. hudojnik-ua.eu
E832. hudojnik-diti-ua.eu
E833. big-uah.top
E834. an-ukr.top
E835. bow-gos.top
E836. s3-stig.cloud
E837. rresteraftin.com
E838. ukenlog.com
E839. ddnsking.com
E840. bihei.eu
E841. zambeziz.com
E842. lnk.ukr-compens.xyz [aka pay.ukr-compens.xyz]
E843. 1000020.xyz
E844. uacompensation.xyz
E845. blakejones.xyz
E846. rbadm.top
E847. uatax-compens.xyz
E848. everything-everywhere.at.ply.gg
E849. bluepablo.fun
E850. comperssw.fun
E851. kowersize.fun
E852. howlcars.fun
E853. up-lnk.myftp.org
E854. myftp.biz
E855. up-dot.myftp.org
E856. array.myftp.biz
E857. zapto.org
E858. optica-rd.myftp.biz
E859. deti.eu
E860. lt-ukr.net
E861. zuh3vcyskd4gipkm.onion [aka cryptsen7fo43rr6.onion]
E862. teiergam.com
E863. pastebin.com
E864. ansaigon.com
E865. progolosyi.info
E866. lover.printing82.detroito.ru
E867. motoristo.ru
E868. petition-president.com
E869. expeditionabroad.com
E870. moolin.ru
E871. prefer.jokotras.ru
E872. homospoison.ru
E873. ertimadifa.com
E874. dogiraftig.com
E875. geroi-ukraine.com
E876. admru.top [aka admukr.top]
E877. admus.top
E878. cafeteriumups.ru
E879. arelyevennot.top
E880. drive.gdocs.com.ssl2.online
E881. advanced-ip-scaner.com.vuxuancuong.com [aka vuxuancuong.com]
E882. zp.ukrtel.net
E883. td-ukr.net
E884. miecznet.com.pl
E885. uahvibir-hudojniku.eu [aka uavibir-hudojniku.eu]
E886. shikjil.com
E887. axikok.com
E888. shodan.io
E889. ohsxy.com
E890. golos-ukr.info
E891. geroiukrainu.com
E892. ns1.authssl.site
E893. ns2.authssl.site
E894. authssl.in
E895. googie.com.authssl.site
E896. net.ssl4.site
E897. ukr.net.ssl4.site
E898. docs.ukr.net.ssl4.site
E899. accounts--ukr.net
E900. accounts.cm1-ukr.net
E901. accounts.regs-ukr.net
E902. accounts.ukr.net.ssl2.in [aka accounts.ukr.net.ssl2.link]
E903. acc-ukr.net
E904. advanced-ip-scanner.website
E905. advanced-ip-scanner.click
E906. com.ssl3.site
E907. ukr.net.ssl3.site
E908. google.com.ssl3.site
E909. courtgova.online
E910. courtbox.online
E911. ukr-golosovan.site
E912. konkur-golos-ua.eu
E913. passport-ukr-net.site
E914. konkur-golos-uah.eu
E915. login-ukr.net
E916. login.certifiedauth.in
E917. proxylogon.com
E918. login.exmo.day
E919. ukrahelpforall.ucraft.site
E920. geolocation.authcheck.in
E921. ns1.authcheck.in [aka ns2.authcheck.in]
E922. www.authcheck.in
E923. motocheck.in
E924. certifiedauth.in
E925. naffalno.site
E926. us-west-1-amazon.ua-energy.cloud
E927. s3-ua.cloud
E928. eu-north-1-aws.ua-gov.cloud
E929. geroiukr.com.ua
E930. malvy-ukraine.info [aka ukraine-malvy.info]
E931. barvy-ukraines.life
E932. aws-ukraine.cloud
E933. chares-ukraine.life
E934. ua-se.cloud
E935. sec-t.info
E936. ua-sn.cloud
E937. ua-energy.cloud
E938. docs.ukr.net.ssl2.site
E939. ukr.net.ssl2.in
E940. ukr.net.ssl2.link
E941. ukr.net.ssl2.online
E942. mf-gov.cloud
E943. mfa-gov-il.cloud
E944. ca-west-1.mfa-gov.cloud
E945. mpsv-gov.cloud
E946. eu-central-1.mfa-gov.cloud
E947. mfa-gov.cloud
E948. settings-ukr.net
E949. settingsukr.net
E950. arhiv.ua-cip.org
E951. tax-compensation.xyz
E952. ua-taxes-compens.xyz
E953. ukr.net.ssl4.online
E954. files.ukr.net.ssl4.online
E955. petition-president.org.ua [aka petition-presidenty.org.ua, petition-presidenta.org.ua]
E956. portal.nazk.org.ua
E957. ua-compens.top [aka ua-compenses.top, ua-compensation.top]
E958. ukr-golosovane.site [aka ukr-golosovanie.site]
E959. konkurs-deti-ua.eu
E960. ua-deti-chary.eu
E961. deti-malunki-uah.eu [aka malunki-deti-uah.eu]
E962. advanced-ip-scanner.site
E963. xmr.2miners.com
E964. geroiua.com.ua
E965. geroi.kyiv.ua
E966. ukraine-geroi.org.ua
E967. nv.ua
E968. malunki-ditin-ua.eu
E969. golosa-zaditinu-uah.eu
E970. zaditinu-golos-ua.eu
E971. farbi-golos-ua.eu
E972. telegram-mobile.ru
E973. telegram-chary.blog
E974. getssl.click
E975. 8161.uk
E976. telegra.ph
E977. settusfree.org.uk
E978. telegrad.info
E979. golos-telegtam.eu
E980. vote-telegram.eu
E981. teleqram.info
E982. remala.id
E983. tme-id.ru
E984. avoufshire.icu
E985. ceronamtinclube.icu
E986. telsec.org
E987. tsecurity.sbs
E988. dod-upload.dodortar.ru
E989. lnk-upload.dodortar.ru
E990. cloue.link
E991. net.ssl2.link
E992. chari-konkursua.eu [aka chary-konkursua.eu, ua-konkurs-chary.eu]
E993. konkurs-chary-ua.eu
E994. sb-ukr.net
E995. nitikora.ru
E996. zaikadoctor.ru
E997. monitor.personlog.in
E998. vlada-gov.cloud
E999. balkimotion.ru
E1000. sismasterhome.ru
E1001. filterfullproperty.ru
E1002. trust-certificate.net
E1003. aws-data.cloud
E1004. aws-il.cloud
E1005. se-ukr.net
E1006. us-west-1.ukrtelecom.cloud
E1007. eu-central-1.ukrtelecom.cloud
E1008. telecomds.online
E1009. sm.ukrtel.net
E1010. mf-ukr.net
E1011. gov-pl.cloud
E1012. mze-gov.cloud
E1013. smart-vnc.com
E1014. eu-north-1-aws.ua-energy.cloud
E1015. mmr-gov.cloud
E1016. nakit-gov.cloud
E1017. mzd-gov.cloud
E1018. vsekonkursy.pics
E1019. notifications.certifiedauth.in
E1020. gov-trust.cloud
E1021. res.certifiedauth.in
E1022. notifications.google2.certifiedauth.in
E1023. mitraseo.hol.es
E1024. uohs-gov.cloud
E1025. webmail.facadesolutionsuae.com
E1026. ns2.authssl.org
E1027. www.authssl.in
E1028. ns2.authssl.in
E1029. ns1.goaccount.link
E1030. ns2.goaccount.link
E1031. fudupdate.com
E1032. ukraine-chares.info
E1033. barvy-ukraines.info
E1034. ipv6-wpnc.net
E1035. www.facebook.com
E1036. www.dstruct.net
E1037. www.michiganmastereltiempo.com
E1038. www.msftncsi.com
E1039. www.ssl2.in
E1040. www.personlog.in
E1041. m.personlog.in
E1042. accounts.personlog.in
E1043. api.personlog.in
E1044. bin.personlog.in
E1045. ns1.personlog.in
E1046. static.personlog.in
E1047. surname192.temp.swtest.ru
E1048. 3dstore.pro
E1049. helpzzfound.site
E1050. awsplatform.online
E1051. aws-join.cloud
E1052. us-east-console.awsplatform.online
E1053. kompartpomiar.pl
E1054. armpress.net
E1055. s3-aws.cloud
E1056. eu-central-1-aws.mfa-gov.cloud
E1057. ns1.authssl.in
E1058. ssl.certifiedauth.in
E1059. microjob.mn
E1060. hudojnik-school.eu [aka hudojniku-school.eu]
E1061. minef.eu
E1062. griselda.biz.ua
E1063. nikotod.ru
E1064. apeduze.com
E1065. sync.anonvnc.com
E1066. sync.smart-vnc.com
E1067. t--t.me
E1068. 4-t.me
E1069. jimloamfilling.online
E1070. sc-hudojniku.eu
E1071. golosdruga.ru
E1072. sindoproperty.org
E1073. propertyminsk.by
E1074. hamnavard.sharif.ir
E1075. napropertyhub.eu
E1076. nbu.gov.ua
E1077. nukib-gov.cloud
E1078. nbu-gov.cloud
E1079. floorfix.com.au
E1080. thestoreroomnsw.com.au
E1081. gov-lv.cloud
E1082. bh-ukr.net
E1083. vh-ukr.net
E1084. v-ukr.net
E1085. bom02.gotdns.ch
E1086. google.com.getssl.ink
E1087. palantir.ink
E1088. ns1.getssl.click
E1089. tense-gos.top
E1090. jel-gos.top
E1091. ssl.google.com.getssl.click
E1092. com.getssl.click
E1093. ns2.getssl.click
E1094. apis.google.com.getssl.click
E1095. google.com.getssl.click
E1096. drive.google.com.getssl.click
E1097. drive.googles.com.personlog.in
E1098. drive.googie.com.ssl2.site
E1099. www3.google.com.getssl.click
E1100. accounts.google.com.getssl.click
E1101. analytics.google.com.getssl.click
E1102. content.google.com.getssl.click
E1103. lh3.google.com.getssl.click
E1104. mail.google.com.getssl.click
E1105. pro-gos.top
E1106. tas-gos.top
E1107. online.ua
E1108. share.ukr.net.ssl3.online
E1109. zaikaopentra.com.ug
E1110. blogger.google2.certifiedauth.in
E1111. ns2.authssl.link
E1112. ns1.authssl.link
E1113. zallesman.ru
E1114. griselda.co.ua
E1115. mill.co.ua
E1116. the-new-age.co.ua
E1117. smart-kids-ua.eu
E1118. syn.hiddenvnc.com
E1119. hiddenvnc.com
E1120. api.binance.com.exmo.day
E1121. api.binance.com.personlog.in
E1122. qiwardos.ru
E1123. euro24dopomoga0.yolasite.com
E1124. balet-ua.mom
E1125. leru.life
E1126. site-1.work
E1127. internetcygane.ru
E1128. int-ukr.net
E1129. metallergroup.ru
E1130. tg.cyou
E1131. t.certifiedauth.in
E1132. ignoracndwko.shop
E1133. upgrades.syncthing.net
E1134. sytes.net
E1135. www.virustotal.com [aka virustotal.com]
E1136. web-ukr.net
E1137. 0-ukr.net
E1138. k-ukr.net
E1139. 1-ukr.net
E1140. confirm-ukr.net [aka verify-ukr.net]
E1141. uc-ukr.net
E1142. ao3.hmgo.pw
E1143. windacarmelita.pw
E1144. swinj.online
E1145. internet.bs
E1146. turnik-malunki-ua.eu
E1147. golos-malunki-uah.eu [aka malunki-golos-uah.eu]
E1148. ligaspace.ru
E1149. iqhost.ru
E1150. misp.cert.gov.ua
E1151. s3-esa.cloud
E1152. ukrainebayra.com
E1153. konkurs-deti-uah.eu
E1154. vibir-malunka-uah.eu [aka vibir-malunki-uah.eu]
E1155. dytitvorchist.pics
E1156. farbi-golos-uah.eu
E1157. golos-konkurs-uah.eu [aka golos-konkursu-uah.eu]
E1158. enlamentedeunasesor.com
E1159. aid.edopomoga.gov.ua
E1160. lv-ukr.net
E1161. c.certifiedauth.in
E1162. account.certifiedauth.in
E1163. accounts.certifiedauth.in
E1164. www.certifiedauth.in
E1165. c6.certifiedauth.in
E1166. enrollmentdm.com
E1167. ns1.certifiedauth.in
E1168. ns2.certifiedauth.in
E1169. www.google2.certifiedauth.in
E1170. www2.certifiedauth.in
E1171. google2.certifiedauth.in
E1172. www3.google2.certifiedauth.in
E1173. apis.google2.certifiedauth.in
E1174. accounts.google2.certifiedauth.in [aka myaccount.google2.certifiedauth.in]
E1175. content.google2.certifiedauth.in
E1176. lh3.google2.certifiedauth.in
E1177. analytics.google2.certifiedauth.in
E1178. net.ssl2.in
E1179. docs.ukr.net.ssl2.in
E1180. zaikaopentra-com-ug.su
E1181. zaikaopentra-com-ug.online
E1182. www2.google2.certifiedauth.in
E1183. play.google2.certifiedauth.in
E1184. t-online.de
E1185. mail.lebsack.de
E1186. vivianstyler.ru
E1187. farbi-ua.pics
E1188. aon.at
E1189. vote-malvy.life
E1190. qaz.is
E1191. qaz.su
E1192. sea-dobbiaco.bz.it
E1193. balet-ua.info
E1194. malvy-final.info
E1195. revivalsecularas.pw
E1196. kilomunara.com
E1197. edisk.ukr.net.ssl2.in
E1198. edisk.ukrnet.01mirror.com.ua
E1199. edisk-ukr.net
E1200. as49447.net
E1201. restmantra.by
E1202. qaz.im
E1203. coinmakopenarea.su
E1204. nabufixservice.su
E1205. global-news-world.com
E1206. balet-me.pro
E1207. clouddrive.world
E1208. fori-opros.top
E1209. t-me.io
E1210. answers.microsoft.com
E1211. files.ukr.net.ssl2.in
E1212. chari-konkursua.life
E1213. chary-konkursua.mom
E1214. chary-konkursua.life
E1215. school-hudojniku.eu
E1216. s3-monitoring.cloud
E1217. s3-dk.cloud
E1218. kismamabeforyougo.su
E1219. texlidia.com
E1220. freedynamicdns.net
E1221. www.connectssl.in
E1222. ns1.connectssl.in
E1223. ns2.connectssl.in
E1224. googie.com.connectssl.in
E1225. docs.googie.com.connectssl.in
E1226. ukrnet.01mirror.com.ua
E1227. account.associates
E1228. www.ssl2.link
E1229. billiopa.com
E1230. stats.certifiedauth.in
E1231. apis.certifiedauth.in
E1232. chubanomania.icu
E1233. districoperav.icu
E1234. varanasiclick.ru
E1235. mod-gov-il.cloud
E1236. ua-compensations.xyz
E1237. pay.uacompensation.xyz
E1238. myua-compensations.xyz
E1239. uam-compensation.xyz
E1240. ec-compensation.xyz
E1241. domthr.xyz
E1242. hudojnik-dst.eu
E1243. ssttekstil.com
E1244. jokoloret.ru
E1245. telegram.org-a0dk3dm91iu.tgeo.link
E1246. trueadm.top
E1247. coinerpay.top
E1248. net.ssl3.online
E1249. com.ssl3.online
E1250. ukr.net.ssl3.online
E1251. googie.com.ssl3.online
E1252. net.ssl4.online
E1253. com.ssl4.online
E1254. googie.com.ssl4.online
E1255. analytics.certifiedauth.in
E1256. binance.com.personlog.in
E1257. www.binance.com.personlog.in
E1258. m.binance.com.personlog.in
E1259. bin.binance.com.personlog.in
E1260. accounts.binance.com.personlog.in
E1261. monitor.binance.com.personlog.in
E1262. frontend-m.binance.com.personlog.in
E1263. static.binance.com.personlog.in
E1264. sensors.binance.com.personlog.in [aka sensors.personlog.in]
E1265. forkscenter.fr
E1266. fountainrate.com
E1267. nod-update.it
E1268. www.catalog.update.microsoft.com
E1269. central-2-aws.ua-aws.army
E1270. eu-central-2-aws.ua-aws.army
E1271. us-west-1.ua-aws.army
E1272. s3-army.cloud
E1273. billyhot.ru
E1274. s8.h.mchost.ru
E1275. aten.ua
E1276. pbank.co.ua
E1277. integramultimedia.com.mx
E1278. s3-ucia.cloud
E1279. lotus-kiev.eu [aka lotuskiev.eu]
E1280. milekiev.eu
E1281. jasminkiev.eu
E1282. davincigroup.online
E1283. freeusadatingxxx.online
E1284. tvpharm.ru
E1285. zaikaopentra.com.ru
E1286. leonardis.ru
E1287. picwalldoor.ru
E1288. reg-ukr.net
E1289. regs-ukr.net
E1290. liverpulapp.ru
E1291. malunki-sadochka-ua.eu
E1292. malunki-sadochka-uah.eu
E1293. baletua.eu
E1294. brand-gos.top
E1295. hostpro.ua
E1296. minijusfil.com
E1297. posish.club
E1298. baletki-ua.eu
E1299. baletki-ua.pics
E1300. baletua.pro
E1301. detikievakonkurs.co
E1302. balet-ua.pro
E1303. tg-me.pro
E1304. ca-central-1.awsplatform.online
E1305. winchconstruction.com
E1306. www.adelaida.ua
E1307. mst-ukr.net
E1308. zakolibal.online
E1309. net.ssl2.online
E1310. commisionipwn.shop
E1311. charistmatwio.shop
E1312. backstagemerch.shop
E1313. basedsymsotp.shop
E1314. kissmafiabeforyoudied.ru
E1315. kismamabeforyougo.ru
E1316. kismamabeforyougo.com
E1317. product2020.mrbasic.com
E1318. mygraphbook.com
E1319. petitian-ukraine.com
E1320. petition--ukraine.com
E1321. petitian-president.com
E1322. petition-ukraine.com
E1323. ua-geroi.com.ua
E1324. ukainua.com
E1325. uabayrakua.com
E1326. petition-ukraina.com
E1327. petition.president.gov.ua
E1328. petition-ukraina.com.ua
E1329. petition-ukrainiane.com
E1330. petition-presidenta.com
E1331. petitian--ukraine.com
E1332. ukraine-barvy.info
E1333. ukraine-barvy.life
E1334. p-ukr.net
E1335. compensationukr.com
E1336. compensations-ukrain.bar
E1337. sowakiev.eu
E1338. ukraine-charyy.life
E1339. edopomogaonline.yolasite.com
E1340. oon24oprosy.yolasite.com [aka oon24opros.yolasite.com]
E1341. files.ukr.net.ssl2.online
E1342. com.ssl2.online
E1343. marmaris.com.ua
E1344. petition-presidente.com
E1345. malvy-ukriane.life
E1346. compensation-ukr.com
E1347. awards-ua.pics
E1348. ditinstvo-ua.pics [aka ua-ditinstvo.pics, ditinstvo-uah.pics, moe-ditinstvo-uah.pics]
E1349. dsns.com.ua
E1350. griselda-edu.com.ua
E1351. job-opros.top
E1352. co-uah.top
E1353. agrikoz.com
E1354. ukrainecenter.yolasite.com
E1355. shared.drive.googie.com.ssl4.online
E1356. shared.document.drive.googie.com.ssl4.site
E1357. drive.googie.com.ssl4.online
E1358. docs.googie.com.ssl4.online
E1359. docs.googie.com.ssl2.site
E1360. googie.com.ssl2.site
E1361. docs.google.com.ssl2.site
E1362. docs.googie.com.ssl3.online
E1363. ukr-net-downloadfile.su
E1364. it-grad.kz
E1365. softloadup.com
E1366. zaliphone.com
E1367. freesitucionap.com
E1368. poeuatryditieu.com
E1369. bugiplaysec.com
E1370. ns2.passport2.zip
E1371. t.co
Mentions:
M1. "live.outloolc.com" (Domain) — options: E1, E2, E3, E4
M2. "device.redirecl.com" (Domain) — options: E10, E11, E12, E13
M3. "mail.outloolc.com" (Domain) — options: E19, E20, E2, E21
M4. "svc.odwebp.com" (Domain) — options: E26, E27, E28, E29
M5. "uspp.derzhposluhy.com" (Domain) — options: E35, E36, E37, E38
M6. "odwebp.com" (Domain) — options: E27, E29, E43, E32
M7. "outloolc.com" (Domain) — options: E1, E3, E9, E4
M8. "redirecl.com" (Domain) — options: E13, E10, E47, E11
M9. "derzhposluhy.com" (Domain) — options: E49, E50, E51, E26
M10. "i-ua.account-guard.site" (Domain) — options: E21, E54, E55, E56
M11. "telegram.defender-bot.site" (Domain) — options: E61, E49, E62, E63
M12. "telegram.token-defender.cloud" (Domain) — options: E67, E68, E69, E70
M13. "account-guard.site" (Domain) — options: E21, E75, E23, E56
M14. "defender-bot.site" (Domain) — options: E69, E21, E79, E67
M15. "token-defender.cloud" (Domain) — options: E68, E63, E82, E61
M16. "mirotrent.com" (Domain) — options: E72, E86, E87, E88
M17. "plntr.mirotrent.com" (Domain) — options: E72, E91, E92, E86
M18. "cloud.account-viewer.com" (Domain) — options: E96, E97, E72, E93
M19. "get.god-le.com" (Domain) — options: E3, E102, E5, E103
M20. "plntr.account-viewer.com" (Domain) — options: E96, E97, E99, E100
M21. "account-viewer.com" (Domain) — options: E96, E60, E111, E98
M22. "god-le.com" (Domain) — options: E3, E113, E104, E32
M23. "god-le.net" (Domain) — options: E118, E26, E105, E102
M24. "in-touc.com" (Domain) — options: E121, E122, E108, E123
M25. "mail-gov.com" (Domain) — options: E129, E19, E130, E131
M26. "mail-gov.net" (Domain) — options: E129, E19, E133, E24
M27. "sign-cert.com" (Domain) — options: E137, E33, E138, E103
M28. "palantir.ink" (Domain) — options: E143, E144, E145, E146
M29. "clouddrive.world" (Domain) — options: E106, E151, E152, E153
M30. "emtserviceca.info" (Domain) — options: E126, E156, E157, E26
M31. "account-saver.com" (Domain) — options: E163, E97, E112, E164
M32. "mails.support" (Domain) — options: E20, E115, E165, E25
M33. "check.sign-cert.com" (Domain) — options: E169, E170, E171, E103
M34. "cloud.god-le.net" (Domain) — options: E26, E104, E72, E102
M35. "confirm.account-viewer.com" (Domain) — options: E96, E97, E93, E60
M36. "dhl.redirecl.com" (Domain) — options: E13, E12, E26, E11
M37. "drive.redirecl.com" (Domain) — options: E106, E48, E47, E12
M38. "get.in-touc.com" (Domain) — options: E177, E178, E126, E103
M39. "get.mail-gov.com" (Domain) — options: E129, E19, E24, E21
M40. "get.sign-cert.com" (Domain) — options: E137, E170, E139, E138
M41. "ivanti.account-viewer.com" (Domain) — options: E96, E97, E93, E60
M42. "my.mail-gov.net" (Domain) — options: E129, E19, E131, E180
M43. "stellar.account-viewer.com" (Domain) — options: E96, E97, E93, E60
M44. "cancel-auth.site" (Domain) — options: E182, E21, E183, E66
M45. "confirmphone.site" (Domain) — options: E21, E187, E62, E81
M46. "milgov.host" (Domain) — options: E191, E192, E193, E194
M47. "milgov.site" (Domain) — options: E196, E195, E80, E197
M48. "teiegram.host" (Domain) — options: E192, E191, E201, E202
M49. "telegram-account.host" (Domain) — options: E207, E208, E203, E57
M50. "telegram-auth.website" (Domain) — options: E185, E212, E57, E79
M51. "telegramm-account.site" (Domain) — options: E21, E78, E211, E76
M52. "web-telegram.host" (Domain) — options: E192, E201, E217, E204
M53. "delta.milgov.site" (Domain) — options: E219, E220, E193, E195
M54. "web.teiegram.host" (Domain) — options: E192, E204, E205, E218
M55. "web.telegram-account.host" (Domain) — options: E207, E216, E209, E205
M56. "web.telegramm-account.site" (Domain) — options: E57, E211, E21, E208
M57. "web.web.telegram-account.host" (Domain) — options: E208, E216, E209, E205
M58. "www.teiegram.host" (Domain) — options: E218, E201, E192, E204
M59. "www.telegram-auth.website" (Domain) — options: E66, E212, E211, E79
M60. "www.telegramm-account.site" (Domain) — options: E57, E78, E76, E208
M61. "212nj0b42w.web.telegram-account.host" (Domain) — options: E207, E208, E216, E210
M62. "658pvbhj2k7veemmv4.web.telegram-account.host" (Domain) — options: E207, E208, E212, E209
M63. "spam.web-telegram.host" (Domain) — options: E213, E205, E208, E218
M64. "kropyva.group" (Domain) — options: E41, E227, E228, E229
M65. "kropyva.site" (Domain) — options: E38, E227, E228, E41
M66. "teneta.group" (Domain) — options: E118, E234, E235, E119
M67. "teneta.site" (Domain) — options: E76, E59, E235, E238
M68. "group-teneta.online" (Domain) — options: E239, E240, E231, E235
M69. "group.kropyva.site" (Domain) — options: E227, E41, E233, E229
M70. "group.teneta.site" (Domain) — options: E238, E76, E231, E236
M71. "whatsapp-confirm.site" (Domain) — options: E76, E189, E62, E245
M72. "passport-ukr-net.site" (Domain) — options: E249, E250, E251, E252
M73. "protect-password.site" (Domain) — options: E21, E246, E257, E23
M74. "telegram-confirm.site" (Domain) — options: E21, E189, E23, E65
M75. "accept-action.site" (Domain) — options: E262, E21, E182, E23
M76. "signal-confirm.site" (Domain) — options: E76, E187, E248, E21
M77. "cancel-action.site" (Domain) — options: E76, E183, E79, E21
M78. "drive-share.site" (Domain) — options: E106, E21, E267, E268
M79. "share-drive.site" (Domain) — options: E106, E271, E21, E269
M80. "group-invitation.site" (Domain) — options: E21, E245, E76, E228
M81. "check-active.site" (Domain) — options: E169, E215, E183, E182
M82. "qweasdzx.site" (Domain) — options: E230, E273, E65, E274
M83. "qsrgh.site" (Domain) — options: E230, E277, E224, E238
M84. "www.protect-password.site" (Domain) — options: E279, E76, E246, E21
M85. "www.confirm-signal.site" (Domain) — options: E248, E189, E76, E81
M86. "www.google-drive.site" (Domain) — options: E106, E268, E269, E21
M87. "www.signal-confirm.site" (Domain) — options: E187, E189, E76, E62
M88. "www.qsrgh.site" (Domain) — options: E230, E273, E275, E238
